"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x12"
"25606237","SICOOB PA - JAMPRUCA","PRAÇA JORGE AGOSTINHO, 56","56","CENTRO","39837-000","JAMPRUCA","MG","Brasil","33","35139213","-",NA
"25606237","SICOOB PA - JARDIM PEROLA","AV. ENGENHEIRO HUMBERTO TAVARES DAS CHAG, 488","-","JARDIM PEROLA","35051-180","GOVERNADOR VALADARES","MG","Brasil","-","-","-",NA
"25606237","SICOOB PA - JK","AVENIDA JK, 1660","-","SÃO PAULO","35030-210","GOVERNADOR VALADARES","MG","Brasil","33","21012500","-",NA
"25606237","SICOOB PA - MANTENA","RUA BENEDITO VALADARES, 305","-","CENTRO","35290-000","MANTENA","MG","Brasil","33","32413228","-",NA
"25606237","SICOOB PA - MARILAC","RUA GOVERNADOR VALADARES, 166","-","CENTRO","35115-000","MARILAC","MG","Brasil","33","32921546","-",NA
"25606237","SICOOB PA - MENDES PIMENTEL","PRACA BENEDITO QUINTINO, 21","LOJA A","CENTRO","35270-000","MENDES PIMENTEL","MG","Brasil","33","21012501","-",NA
"25606237","SICOOB PA - PESCADOR","R DR. JOAO BATISTA MIRANDA, 225","A","CENTRO","35114-000","PESCADOR","MG","Brasil","33","35831104","-",NA
"25606237","SICOOB PA - SANTA EFIGÊNIA DE MINAS","PRAÇA SANTA EFIGENIA, 134","-","CENTRO","39725-000","SANTA EFIGENIA DE MINAS","MG","Brasil","33","32971338","-",NA
"25606237","SICOOB PA - SAO FELIX DE MINAS","R FREI INOCENCIO, 73","-","CENTRO","35275-000","SAO FELIX DE MINAS","MG","Brasil","33","32469230","-",NA
"25606237","SICOOB PA - SARDOÁ","RUA PADRE SADY RABELO, 87","87","CENTRO","39728-000","SARDOA","MG","Brasil","33","32961157","-",NA
"25606237","SICOOB PA - SOBRALIA","AVENIDA JK, 43","-","CENTRO","35145-000","SOBRALIA","MG","Brasil","33","21012501","-",NA
"25606237","SICOOB PA - VARGEM GRANDE","RUA PRINCIPAL, 59","-","CENTRO","35277-000","SAO JOAO DO MANTENINHA","MG","Brasil","-","-","-",NA
"25606237","SICOOB PA - VIRGINÓPOLIS","RUA MARÇAL BARBALHO","77","CENTRO","39730-000","VIRGINOPOLIS","MG","Brasil","33","21012500","-",NA
"25606237","SICOOB PA CENTRAL DE MINAS","AV PREF. GENIL MATA DA CRUZ, 196","-","CENTRO","35260-000","CENTRAL DE MINAS","MG","Brasil","-","-","-",NA
"25606237","SICOOB PA COROACI","AV DR. FERREIRA LEITE, 19","-","CENTRO","39710-000","COROACI","MG","Brasil","33","21012501","-",NA
"25606237","SICOOB PA NOVA MÓDICA","RUA DOMINGOS ANTONIO GONÇALVES, 276","-","CENTRO","35113-000","NOVA MODICA","MG","Brasil","33","21012501","-",NA
"97259253","CREDIPLAN HCPF","RUA TIRADENTES, 295","SALA 1","CENTRO","99010-260","PASSO FUNDO","RS","Brasil","-","-","-",NA
"97259253","CREDIPLAN JOÃO ZANATTA FILHO","RUA TEIXEIRA SOARES, 808","SLAS 112, 113 E 114","CENTRO","99010-080","PASSO FUNDO","RS","Brasil","54","33118114","-",NA
"97259253","CREDIPLAN MARAU","RUA BENTO GONÇALVES, 10","3- ANDAR","CENTRO","99010-000","MARAU","RS","Brasil","54","33425794","-",NA
"97259253","CREDIPLAN TAPEJARA","RUA ANGELO DALZOTTO, 810","SALA COMERCIAL TÉRREO","CENTRO","99950-000","TAPEJARA","RS","Brasil","54","33425794","-",NA
"27171974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658426","PAC-BANCO DO BRASILPAC-BANCO DO BRASIL","RUA SAO BENTO, 470","16º ANDAR","CENTRO","01010-001","SAO PAULO","SP","Brasil","11","31066969","-",NA
"1658426","PAC-COOPERFORTE","AV. RIO BRANCO, 123","SALA 1902","CENTRO","20040-905","RIO DE JANEIRO","RJ","Brasil","21","21040953","-",NA
"1658426","PAC-PORTO ALEGRE","RUA URUGUAI, 300","3º ANDAR","CENTRO","90010-140","PORTO ALEGRE","RS","Brasil","51","32242944","-",NA
"4995006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41219353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58022195","COPERCRED-PA QUATÁ","RUA NICOLA CARONE, 524","-","VILA PALAZZI","19785-034","QUATA","SP","Brasil","18","33662304","-",NA
"58022195","SICOOB PA- COOPERCRED QUATA","RUA NICOLA CARONE, 524","-","VILA PALAZZI","19780-000","QUATA","SP","Brasil","-","-","-",NA
"23241540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82096447","PAC - FRANCISCO BELTRÃO","AV ATILIO FONTANA, S/N","PINHEIRINHO","CENTRO","85603-025","FRANCISCO BELTRAO","PR","Brasil","46","32113201","-",NA
"82096447","PAC - UBERLANDIA - SUINOS","AV. CEL. JOSE TEOFILO CARNEIRO, 1001","INDUSTRIA","SÃO JOSE","38401-344","UBERLANDIA","MG","Brasil","31","39568994","-",NA
"82096447","PAC CAMPOS NOVOS","RODOVIA BR 282, KM 348","-","-","89620-000","CAMPOS NOVOS","SC","Brasil","49","35417943","-",NA
"82096447","PAC CAPINZAL","ENTRADA CAPINZAL/CAMPOS NOVOS KM6","-","SAO CRISTOVAO","89665-000","CAPINZAL","SC","Brasil","49","45601939","-",NA
"82096447","PAC CARAMBEÍ","AVENIDA DOS PIONEIROS, 2510","-","CENTRO","84145-000","CARAMBEI","PR","Brasil","41","45601927","-",NA
"82096447","PAC CHAPECÓ","AVENIDA SENADOR ATILHO FONTANA, 600","E","ENGENHO BRAUM","89809-901","CHAPECO","SC","Brasil","41","45601943","-",NA
"82096447","PAC CONCÓRDIA","RUA SENADOR ATILIO FONTANA, 86","-","CENTRO","89700-000","CONCORDIA","SC","Brasil","41","45601946","-",NA
"82096447","PAC HERVAL D OESTE","AVENIDA BEIRA RIO, 1089","-","CENTRO","89610-000","HERVAL D'OESTE","SC","Brasil","49","35515266","-",NA
"82096447","PAC LAJEADO","RUA CARLOS SPOHR FILHO, N- 2836","-","MOINHOS","95901-178","LAJEADO","RS","Brasil","41","39378885","-",NA
"82096447","PAC LUCAS DO RIO VERDE","MT 449, KM 4,6","-","DISTRITO INDUSTRIAL","78455-000","LUCAS DO RIO VERDE","MT","Brasil","65","32121256","-",NA
"82096447","PAC MARAU AVES","RS 324 KM 76","-","SANTA RITA","99150-000","MARAU","RS","Brasil","51","39378888","-",NA
"82096447","PAC NOVA MUTUM","RODOVIA BR 163, KM 597","-","SETOR INDUSTRIAL","78450-000","NOVA MUTUM","MT","Brasil","61","39570289","-",NA
"82096447","PAC RIO VERDE","RODOVIA BR 060 KM 394","-","SETOR INDUSTRIAL","65901-970","RIO VERDE","GO","Brasil","61","39570475","-",NA
"82096447","PAC SERAFINA CORREA","AV. ARTHUR OSCAR, 1706","-","CENTRO","99250-000","SERAFINA CORREA","RS","Brasil","51","39378748","-",NA
"82096447","PAC TOLEDO","AV. SENADOR ATILIO FONTANA, 4040","-","JARDIM BRESSAN","85913-180","TOLEDO","PR","Brasil","41","45601930","-",NA
"82096447","PAC VIDEIRA","RUA XV DE NOVEMBRO, 100","-","CENTRO","89560-132","VIDEIRA","SC","Brasil","41","45601949","-",NA
"82096447","PAC VITÓRIA DE SANTO ANTÃO","RODOVIA PE 50, KM 02, S/A","-","DISTRITO INDUSTRIAL","55613-900","VITORIA DE SANTO ANTAO","PE","Brasil","81","39579994","-",NA
"78157146","ALVORADA DO SUL - PR CARACTERISTICAS GEOGRÁFICAS  ÁREA - 424","RUA ESAU SILVEIRA, 265","PRAÇA PREFEITO SOUZA LEMOS","CENTRO","86150-000","ALVORADA DO SUL","PR","Brasil","-","-","-",NA
"78157146","ARAPONGAS - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA - 381,09K","RUA DAS POMBAS, 974","SALA 01","CENTRO","86700-170","ARAPONGAS","PR","Brasil","-","-","-",NA
"78157146","BELA VISTA DO PARAISO - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁR","RUA QUINZE DE NOVEMBRO, 233","SALA COMERCIAL","CENTRO","86130-000","BELA VISTA DO PARAISO","PR","Brasil","-","-","-",NA
"78157146","CAMBE - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA - 494,692 KM2","RUA FRANCISCO DELGADO SANCHES, 228","QUADRA 01 LOTE 05","JARDIM DONA CATARINA","86182-130","CAMBE","PR","Brasil","-","-","-",NA
"78157146","CORNELIO PROCOPIO - PR","RUA ESPIRITO SANTO, 436","SALA 02","CENTRO","86300-000","CORNELIO PROCOPIO","PR","Brasil","-","-","-",NA
"78157146","JAGUAPITA - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA - 475,004","RUA GOIAS, 80","SALA 01","CENTRO","86610-000","JAGUAPITA","PR","Brasil","-","-","-",NA
"78157146","LONDRINA - PR SINDICATO RURAL  CARACTERISTICAS GEOGRÁFICAS:","AVENIDA TIRADENTES, 6355","SINDICATO RURAL","JARDIM ROSICLER","86072-000","LONDRINA","PR","Brasil","43","33572008","-",NA
"78157146","NOVA SANTA BARBARA - PR","AVENIDA CICERO BITTENCOURT RODRIGUES, 360","SALA COMERCIAL","CENTRO","86250-000","NOVA SANTA BARBARA","PR","Brasil","-","-","-",NA
"78157146","PITANGUEIRAS - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA - 123,","RUA BRASIL, 159","SALA 01","CENTRO","86613-000","PITANGUEIRAS","PR","Brasil","-","-","-",NA
"78157146","PRIMEIRO DE MAIO - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA -4","RUA OITO, 504","-","CENTRO","86140-000","PRIMEIRO DE MAIO","PR","Brasil","-","-","-",NA
"78157146","SABAUDIA - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA - 190,324K","AVENIDA CAMPOS SALES, 1929","-","CENTRO","86720-000","SABAUDIA","PR","Brasil","-","-","-",NA
"78157146","SÃO SEBASTIÃO DA AMOREIRA - PR CARACTERISTICAS GEOGRÁFICAS:Á","AVENIDA BRASIL, 413","-","CENTRO","86240-000","SAO SEBASTIAO DA AMOREIRA","PR","Brasil","-","-","-",NA
"78157146","SERTANÓPOLIS - PR  CARACTERISTICAS GEOGRÁFICAS:  ÁREA - 505,","RUA VACYR GONÇALVES PEREIRA, 640","SALA 01","CENTRO","86170-000","SERTANOPOLIS","PR","Brasil","-","-","-",NA
"81723108","ABELARDO LUZ - SC","RODOVIA SC 467, 1932","-","CENTRO","89830-000","ABELARDO LUZ","SC","Brasil","49","34454127","-",NA
"81723108","AMAMBAI - MS","RODOVIA MS 386","KM 01","ZONA RURAL","79990-000","AMAMBAI","MS","Brasil","67","34815366","-",NA
"81723108","ARAL MOREIRA - MS","RODOVIA MS 286","KM 02 - SAIDA P/ TAGI","ZONA RURAL","79930-000","ARAL MOREIRA","MS","Brasil","67","34881137","-",NA
"81723108","ARARUNA - PR","RODOVIA PR 465","SAIDA PARA PEABIRU","ZONA URBANA","87260-000","ARARUNA","PR","Brasil","44","35621382","-",NA
"81723108","BARBOSA FERRAZ - PR","AVENIDA REPUBLICA ARGENTINA, 633","-","CENTRO","86960-000","BARBOSA FERRAZ","PR","Brasil","-","-","-",NA
"81723108","BOA ESPERANCA - PR","RODOVIA PR 468, KM 13","-","ZONA RURAL","87390-000","BOA ESPERANCA","PR","Brasil","44","35521622","-",NA
"81723108","BOA VENTURA - PR","RODOVIA PR 460","KM 51","ZONA RURAL","85225-000","BOA VENTURA DE SAO ROQUE","PR","Brasil","42","36463355","-",NA
"81723108","BRAGANTINA - PR","ESTRADA PRINCIPAL, S/N","-","DISTRITO BRAGANTINA","85937-000","ASSIS CHATEAUBRIAND","PR","Brasil","44","35401145","-",NA
"81723108","BRASILÂNDIA DO SUL - PR","RODOVIA PR 486, KM 63","-","ZONA RURAL","87595-000","BRASILANDIA DO SUL","PR","Brasil","44","36541111","-",NA
"81723108","CAARAPÓ - MS","RODOVIA MS 156","KM 01 - SAIDA P/ AMAMBAI","ZONA RURAL","79940-000","CAARAPO","MS","Brasil","67","34534143","-",NA
"81723108","CAMPO MOURAO - PR","AV. GUILHERME DE PAULA XAVIER, 3715","TÉRREO","JARDIM ALVORADA","87308-445","CAMPO MOURAO","PR","Brasil","44","3599","-",NA
"81723108","CANDÓI - PR","RODOVIA BR 373 - KM 402","-","CENTRO","85140-000","CANDOI","PR","Brasil","-","-","-",NA
"81723108","CANTAGALO - PR","AVENIDA EPAMINONDAS FRITZ","SAÍDA PARA GOIOXIM","ZONA URBANA","85160-000","CANTAGALO","PR","Brasil","42","36312311","-",NA
"81723108","CÂNDIDO DE ABREU - PR","RODOVIA PRT 487, KM 321","-","ZONA RURAL","84470-000","CANDIDO DE ABREU","PR","Brasil","43","34761384","-",NA
"81723108","CORONEL VIVIDA - PR","RODOVIA BR 373","-","SÃO CRISTOVAO","85550-000","CORONEL VIVIDA","PR","Brasil","46","2321337","-",NA
"81723108","CRUZMALTINA - PR","ROD PRC-272, KM 241","-","ZONA RURAL","86855-000","CRUZMALTINA","PR","Brasil","-","-","-",NA
"81723108","DEZ DE MAIO - PR","RUA BARÃO DO CERRO LARGO, 1080","-","DISTRITO DEZ DE MAIO","85920-000","TOLEDO","PR","Brasil","45","32741131","-",NA
"81723108","DOURADOS - MS","RODOVIA IVO ANUNCIATO CERZOSIMO, 22000","-","ZONA URBANA","79804-970","DOURADOS","MS","Brasil","67","21088600","-",NA
"81723108","ENGENHEIRO BELTRAO - PR","RODOVIA HELMUTH SONTAG, KM 01","-","JD CASTELO BRANCO","87270-000","ENGENHEIRO BELTRAO","PR","Brasil","44","35371136","-",NA
"81723108","FAXINAL - PR","RODOVIA BR 272 KM 319","-","ZONA RURAL","86840-000","FAXINAL","PR","Brasil","43","34614412","-",NA
"81723108","FENIX - PR","RODOVIA HELMUTH SONTAG,  KM 30","-","CENTRO","86950-000","FENIX","PR","Brasil","44","32721345","-",NA
"81723108","GOIOERÊ - PR","AVENIDA SANTOS DUMONT, 1470","-","ZONA URBANA","87360-000","GOIOERE","PR","Brasil","44","35228200","-",NA
"81723108","GUARAPUAVA - PR","AV. MANOEL RIBAS, 4850","-","CONRADINHO","85055-010","GUARAPUAVA","PR","Brasil","42","36273043","-",NA
"81723108","IRETAMA - PR","AV ALTINO ARANTES, 250","-","CENTRO","87280-000","IRETAMA","PR","Brasil","-","-","-",NA
"81723108","ITAPORÃ - MS","RODOVIA MS 156","KM 04","ZONA RURAL","79890-000","ITAPORA","MS","Brasil","67","34514600","-",NA
"81723108","IVAIPORÃ - PR","RODOVIA PR 456 - KM 152","ZONA RURAL","ZONA RURAL","86860-000","JARDIM ALEGRE","PR","Brasil","-","-","-",NA
"81723108","JURANDA - PR","AVENIDA BRASIL, 2550","-","CENTRO","87355-000","JURANDA","PR","Brasil","44","35691288","-",NA
"81723108","LAGUNA CARAPÃ - MS","RODOVIA MS 379","KM 02 - SAIDA P/ DOURADOS","ZONA RURAL","79920-000","LAGUNA CARAPA","MS","Brasil","67","34381352","-",NA
"81723108","LUIZIANA - PR","RODOVIA  PR 553 - KM 03","-","ZONA RURAL","87290-000","LUIZIANA","PR","Brasil","44","35711283","-",NA
"81723108","MAMBORE - PR","RUA VEREADOR LÁZARO CORREIA, 1539","-","CENTRO","87340-000","MAMBORE","PR","Brasil","44","35681280","-",NA
"81723108","MANGUEIRINHA - PR","RUA HUGO VIEIRA, 240","-","CENTRO","85540-000","MANGUEIRINHA","PR","Brasil","46","2431292","-",NA
"81723108","MANOEL RIBAS - PR","RODOVIA BR 466, KM 01","-","ZONA RURAL","85260-000","MANOEL RIBAS","PR","Brasil","43","34351261","-",NA
"81723108","MARACAJU - MS","RODOVIA MINI ANEL","KM 01","ZONA RURAL","79150-000","MARACAJU","MS","Brasil","67","34547268","-",NA
"81723108","MARILÂNDIA DO SUL - PR","RODOVIA BR 376 - KM 269, 0","-","ZONA RURAL","86825-000","MARILANDIA DO SUL","PR","Brasil","43","34282122","-",NA
"81723108","NOVA SANTA ROSA - PR","RUA BOA VISTA","-","CENTRO","85930-000","NOVA SANTA ROSA","PR","Brasil","45","32531441","-",NA
"81723108","PALMAS - PR","RUA UBIRAJARA ARAUJO, 1713","-","CALDEIRAS","85555-000","PALMAS","PR","Brasil","46","32631327","-",NA
"81723108","PALMITAL - PR","RUA JOAQUIM FERREIRA DE SOUZA","-","JD SANTA RITA","85270-000","PALMITAL","PR","Brasil","-","-","-",NA
"81723108","PEABIRU - PR","RODOVIA  PR 465 - KM 01","-","ZONA RURAL","87250-000","PEABIRU","PR","Brasil","-","-","-",NA
"81723108","PINHÃO - PR","AVENIDA JOÃO JOSÉ ZATTAR, 421","-","SAO JOÃO","85170-000","PINHAO","PR","Brasil","42","36771212","-",NA
"81723108","PITANGA - PR","RUA ORESTES FERREIRA, 147","-","CENTRO","85200-000","PITANGA","PR","Brasil","44","36463344","-",NA
"81723108","PONTA PORÃ - MS","ROD BR-463","KM 106","PQ JD DAS EXPOSIÇÕES","79906-000","PONTA PORA","MS","Brasil","-","-","-",NA
"81723108","RESERVA - PR","RODOVIA PR 239 - KM 214","-","ZONA RURAL","84320-000","RESERVA","PR","Brasil","42","32761582","-",NA
"81723108","RONCADOR - PR","RUA CURITIBA, 1306","-","CENTRO","87320-000","RONCADOR","PR","Brasil","44","35751294","-",NA
"81723108","SAO PEDRO DO IGUAÇU - PR","ESTRADA PIONEIRA","-","ZONA RURAL","85929-000","SAO PEDRO DO IGUACU","PR","Brasil","45","32551144","-",NA
"81723108","SÃO DOMINGOS - SC","ESTRADA XANXERE - KM 01","-","CENTRO","89835-000","SAO DOMINGOS","SC","Brasil","49","34430132","-",NA
"81723108","SÃO JOÃO DO IVAÍ - PR","AVENIDA ITAIPU","-","CENTRO","86930-000","SAO JOAO DO IVAI","PR","Brasil","43","34771284","-",NA
"81723108","SIDROLÂNDIA - MS","RODOVIA MS 162","KM 2,5","ZONA RURAL","79170-000","SIDROLANDIA","MS","Brasil","67","32727300","-",NA
"81723108","TOLEDO - PR","AVENIDA MINISTRO CIRNE LIMA, 2459","-","JARDIM COOPAGRO","85902-400","TOLEDO","PR","Brasil","45","32772905","-",NA
"81723108","TUPASSI - PR","RUA 24 DE JULHO","-","CENTRO","85945-000","TUPASSI","PR","Brasil","44","35441340","-",NA
"81723108","VILA NOVA - PR","RUA RIO PARDO, 0","-","DISTRITO VILA NOVA","85926-000","TOLEDO","PR","Brasil","45","32691188","-",NA
"81723108","XANXERE   SC","RODOVIA SC T 480","KM 88","INTERIOR","89820-000","XANXERE","SC","Brasil","49","34333747","-",NA
"62109566","PA 10 CREDISAN - MONTE SANTO DE MINAS","RUA PEDRO PAULINO DA COSTA,, 319","-","CENTRO","37968-000","MONTE SANTO DE MINAS","MG","Brasil","-","-","-",NA
"62109566","PAC 00 CREDISAN - S.JOAO DA BOA VISTA SP","PRAÇA GOV ARMANDO SALLES DE OLIVEIRA, 48","-","CENTRO","13870-005","SAO JOAO DA BOA VISTA","SP","Brasil","-","-","-",NA
"62109566","PAC 01 CREDISAN - VARGEM GRANDE DO SUL SP","RUA JOSÉ BONIFÁCIO, 507","-","CENTRO","13880-000","VARGEM GRANDE DO SUL","SP","Brasil","-","-","-",NA
"62109566","PAC 02 CREDISAN - DIVINOLANDIA SP","RUA XV DE NOVEMBRO, 725, 725","-","CENTRO","13780-000","DIVINOLANDIA","SP","Brasil","-","-","-",NA
"62109566","PAC 03 CREDISAN - ESPIRITO SANTO DO PINHAL SP","RUA JOSE BONIFACIO,, 42","-","CENTRO","13990-000","ESPIRITO SANTO DO PINHAL","SP","Brasil","-","-","-",NA
"62109566","PAC 04 CREDISAN - ALBERTINA MG","R LUIZ OPUSCULO,, 34","-","CENTRO","37596-000","ALBERTINA","MG","Brasil","-","-","-",NA
"62109566","PAC 05 CREDISAN - MOCOCA SP","PRAÇA EPITACIO PESSOA, 63","-","CENTRO","13730-037","MOCOCA","SP","Brasil","-","-","-",NA
"62109566","PAC 06 CREDISAN - ARCEBURGO MG","R DR HERCULANO DE P BORGES,, 394","-","CENTRO","37820-000","ARCEBURGO","MG","Brasil","-","-","-",NA
"62109566","PAC 07 CREDISAN - S J RIO PARDO SP","PRAÇA BARÃO DO RIO BRANCO,, 43","-","CENTRO","13720-000","SAO JOSE DO RIO PARDO","SP","Brasil","-","-","-",NA
"62109566","PAC 08 CREDISAN - ANDRADAS MG","R CORONEL OLIVEIRA,, 406","-","CENTRO","37820-000","ANDRADAS","MG","Brasil","-","-","-",NA
"62109566","PAC 09 CREDISAN - CASA BRANCA SP","RUA ALTINO ARANTES,, 602","-","CENTRO","13700-000","CASA BRANCA","SP","Brasil","-","-","-",NA
"62109566","PAC 11 CREDISAN - MOGI-GUAÇU SP","RUA MATO GROSSO, 15","-","JARDIM CENTENÁRIO","13845-234","MOGI-GUACU","SP","Brasil","-","-","-",NA
"62109566","PAC 12 - CREDISAN - POUSO ALEGRE-MG","RUA ADALBERTO FERRAZ,, 395","-","CENTRO","37550-000","POUSO ALEGRE","MG","Brasil","-","-","-",NA
"62109566","PAC 13 CREDISAN - CACONDE - SP","R WASHINGTON LUIZ, 336","SALA 02","CENTRO","13770-000","CACONDE","SP","Brasil","-","-","-",NA
"62109566","PAC 35 CREDISAN - SANTO ANTONIO DO JARDIM SP","RUA RITA MARIA DE JESUS,, 355","-","CENTRO","13995-000","SANTO ANTONIO DO JARDIM","SP","Brasil","-","-","-",NA
"4632856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5439425","PA002 CAPITALCREDI CHICO MENDES","VIA CHICO MENDES, 1421","2º DISTRITO","TRIANGULO NOVO","69906-302","RIO BRANCO","AC","Brasil","68","33023600","-",NA
"5439425","PA004 - CREDISIS CAPITALCREDI ACRELÂNDIA","AVENIDA BRASIL, 424","-","CENTRO","69945-000","ACRELANDIA","AC","Brasil","68","21064140","-",NA
"83325811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6975532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3222753","CREDISIS ALTO PARAISO","AVENIDA JORGE TEIXEIRA, 3390","-","SOL POENTE","76862-000","ALTO PARAISO","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS CACOAL","AVENIDA PORTO VELHO, 2395","-","CENTRO","76963-877","CACOAL","RO","Brasil","-","-","-",NA
"3222753","CREDISIS CAMPO NOVO DE RONDÔNIACREDISIS CAMPO NOVO DE RONDÔN","AVENIDA TANCREDO NEVES, 1619","-","SETOR 03","76887-000","CAMPO NOVO DE RONDONIA","RO","Brasil","69","40205251","-",NA
"3222753","CREDISIS CREDIARI BOM FUTURO","AVENIDA CASSITERITA","DISTRITO DE BOM FUTURO","DISTRITO DE BOM FUTU","76879-400","ARIQUEMES","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS CREDIARI BURITIS","AV. AYRTON SENNA, 1154","SETOR 02","-","76880-000","BURITIS","RO","Brasil","69","84121122","-",NA
"3222753","CREDISIS CREDIARI CANAA","AVENIDA CANAA, 1517","-","AREAS ESPECIAIS","76870-249","ARIQUEMES","RO","Brasil","69","2103500","-",NA
"3222753","CREDISIS CREDIARI IG SHOPPING","AVENIDA CAPITAO SILVIO, 3790","IG SHOPPING","GRANDES AREAS","76876-678","ARIQUEMES","RO","Brasil","-","-","-",NA
"3222753","CREDISIS CREDIARI JACINÓPOLIS","AVENIDA MASSARANDUBA, 825","DISTRITO DE JACINÓPOLIS","SETOR 01","76857-000","NOVA MAMORE","RO","Brasil","69","32382285","-",NA
"3222753","CREDISIS CREDIARI NOVA DIMENSÃO","AVENIDA AMAZONAS","-","CENTRO","76857-000","NOVA MAMORE","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS CREDIARI PORTO VELHO","AV. PINHEIRO MACHADO, 1821","-","BAIRRO SÃO CRISTÓVÃO","76804-080","PORTO VELHO","RO","Brasil","-","-","-",NA
"3222753","CREDISIS CREDIARI RIO PARDO","AVENIDA TIRADENTES, 1964","DISTRITO DE RIO PARDO","SETOR 01","76834-899","PORTO VELHO","RO","Brasil","69","32382284","-",NA
"3222753","CREDISIS CREDIARI UNIÃO BANDEIRANTES","AVENIDA 03 DE DEZEMBRO","DISTRITO DE UNIÃO BANDEIRANTES","CENTRO","76841-000","PORTO VELHO","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS CUJUBIM","AVENIDA CUJUBIM, 2892","-","CENTRO","76864-000","CUJUBIM","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS EXTREMA","AVENIDA PRINCIPAL, 860","DISTRITO DE EXTREMA","CENTRO","76847-000","PORTO VELHO","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS ITAPUÃ DO OESTE","RUA COSTA E SILVA, 2113","-","SETOR 01","76861-000","ITAPUA DO OESTE","RO","Brasil","69","40205251","-",NA
"3222753","CREDISIS JATUARANA","AVENIDA JATUARANA, 4135","ANEXO Nº 3718","NOVA FLORESTA","76807-141","PORTO VELHO","RO","Brasil","69","40205251","-",NA
"3222753","CREDISIS MONTE NEGRO","AVENIDA GOVERNADOR JORGE TEIXEIRA, 2387","SALA B","SETOR 01","76888-000","MONTE NEGRO","RO","Brasil","69","40205251","-",NA
"3222753","CREDISIS NOVA CALIFORNIA","AVENIDA DOS PIONEIROS S/N","DISTRITO DE NOVA CALIFORNIA","CENTRO","76848-000","PORTO VELHO","RO","Brasil","69","21030500","-",NA
"3222753","CREDISIS VISTA ALEGRE DO ABUNÃ","AVENIDA OLAVIO BILAC","S/N - DISTRITO DE VISTA ALEGRE DO ABUNÃ","CENTRO","76846-000","PORTO VELHO","RO","Brasil","-","-","-",NA
"5597773","PA NOVO HORIZONTE","AV DR MIGUEL VIEIRA FERREIRA, 4898","-","CENTRO","76956-000","NOVO HORIZONTE DO OESTE","RO","Brasil","-","-","-",NA
"5597773","PAC MIGRANTINÓPOLIS","RUA LUCIDIO COLLA, 2960","-","CENTRO","76956-000","NOVO HORIZONTE DO OESTE","RO","Brasil","69","34129011","-",NA
"2309070","CREDISIS JICRED 02 DE ABRIL","RUA MONTE CASTELO, 56","-","02 DE ABRIL","76900-888","JI-PARANA","RO","Brasil","69","34230458","-",NA
"2309070","CREDISIS JICRED AGENCIA DIGITAL","AV BRASIL, 1189","-","NOVA BRASILIA","76908-617","JI-PARANA","RO","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED ALVORADA D OESTE","RUA GUIMARÃES ROSA, 4975","-","CENTRO","76930-000","ALVORADA D'OESTE","RO","Brasil","69","34122111","-",NA
"2309070","CREDISIS JICRED CENTRO","AV MARECHAL RONDON, 950","-","CENTRO","76900-082","JI-PARANA","RO","Brasil","69","21831701","-",NA
"2309070","CREDISIS JICRED CEREJEIRAS","AV INTEGRAÇÃO NACIONAL, 1604","SALA","CENTRO","76997-000","CEREJEIRAS","RO","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED COUTO MAGALHÃES","AV. COUTO MAGALHÃES, 2768","LOT CENTRO","CENTRO-NORTE","78110-400","VARZEA GRANDE","MT","Brasil","65","21370783","-",NA
"2309070","CREDISIS JICRED CPA II","AV BRASIL (NUC HAB CPA II, 19","QUADRA 048 LOTE 019 SALA 10 CONJ CPA II","MORADA DA SERRA","78055-508","CUIABA","MT","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED GOVERNADOR JORGE TEIXEIRA","AV IPE, 1695","-","CENTRO","76898-000","GOVERNADOR JORGE TEIXEIRA","RO","Brasil","-","-","-",NA
